x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0.7002947330474854,0.8110079169273376,4.7427695903934374e-07,0.6277881264686584,0.7983500361442566,-0.0261599458754062,0.5639864206314087,0.745137631893158,-0.0413736030459404,0.5620610117912292,0.6741596460342407,-0.0558597818017005,0.6096192598342896,0.6533204913139343,-0.0699726045131683,0.5681582689285278,0.5801171660423279,-0.0118075124919414,0.5471946001052856,0.4898810386657715,-0.0292383041232824,0.5381585955619812,0.4325191676616668,-0.0489996522665023,0.5313380360603333,0.3800087571144104,-0.0664345994591713,0.6061190366744995,0.5551168918609619,-0.0165758319199085,0.5832173824310303,0.4548590183258056,-0.0295603889971971,0.5727534294128418,0.3927674889564514,-0.0441777780652046,0.5628834366798401,0.3357525765895843,-0.0568828806281089,0.6463425159454346,0.5532171726226807,-0.0263487938791513,0.6270038485527039,0.4590802192687988,-0.0388533845543861,0.6169800162315369,0.4017605185508728,-0.0495615638792514,0.6056621670722961,0.352824330329895,-0.0588743761181831,0.6927868127822876,0.5696759819984436,-0.0402171313762664,0.6784158945083618,0.4964230358600616,-0.0513382703065872,0.6657535433769226,0.4541655778884887,-0.0565880537033081,0.6508140563964844,0.4182563424110412,-0.0616898462176322,B
0.6793016195297241,0.7596403360366821,5.348458103071607e-07,0.608605682849884,0.7603994011878967,-0.0308862812817096,0.550089418888092,0.7163946032524109,-0.0484841652214527,0.5610182881355286,0.65145343542099,-0.0643098577857017,0.6079844236373901,0.6202643513679504,-0.0802218914031982,0.5408600568771362,0.5591216087341309,-0.0221741516143083,0.5153907537460327,0.4693056941032409,-0.042116530239582,0.5035905241966248,0.4115356802940368,-0.0625701248645782,0.4945162534713745,0.3585273623466491,-0.079560749232769,0.5769349336624146,0.5277969241142273,-0.0243224147707223,0.5482276678085327,0.4269814193248749,-0.0386887453496456,0.5322373509407043,0.3645098209381103,-0.0545823723077774,0.5173388719558716,0.3082726299762726,-0.0681637451052665,0.614647626876831,0.520060658454895,-0.0312867984175682,0.5899934768676758,0.4280158877372741,-0.0438838377594947,0.572912335395813,0.3713683784008026,-0.056607749313116,0.5560140013694763,0.3243123888969421,-0.0675465315580368,0.6579888463020325,0.5293604731559753,-0.0424870029091835,0.6406385898590088,0.459290862083435,-0.0532644130289554,0.6247395277023315,0.417755514383316,-0.0591899640858173,0.6069824695587158,0.3831820487976074,-0.0649725496768951,B
0.6970912218093872,0.7505213022232056,4.253099632478552e-07,0.6255128979682922,0.7397861480712891,-0.0193249490112066,0.5699705481529236,0.6970878839492798,-0.0305362157523632,0.55592280626297,0.6350306272506714,-0.0425877049565315,0.5861260294914246,0.6093940138816833,-0.0538541637361049,0.5781297087669373,0.536263108253479,0.0047431006096303,0.563120424747467,0.4529853761196136,-0.0074756620451807,0.556111216545105,0.4015961289405823,-0.0249133296310901,0.5502329468727112,0.3534340858459472,-0.0407394915819168,0.6100496053695679,0.5123312473297119,-0.0020578710827976,0.5916203856468201,0.4185738563537597,-0.0107446275651454,0.5824080109596252,0.3617536425590515,-0.0246215742081403,0.5731224417686462,0.308134913444519,-0.0370444767177104,0.6439875364303589,0.5092637538909912,-0.01392687484622,0.6274551749229431,0.4223184585571289,-0.0230341777205467,0.6173340082168579,0.3704513907432556,-0.0318320468068122,0.6074693202972412,0.3247821927070617,-0.0401936396956443,0.6858396530151367,0.5215151906013489,-0.0294505096971988,0.6709272861480713,0.4528299868106842,-0.0370104908943176,0.6594484448432922,0.4129644632339477,-0.0397646054625511,0.6467957496643066,0.3769099116325378,-0.0433836355805397,B
0.6822395920753479,0.7877861857414246,3.668296812975314e-07,0.6129024624824524,0.7751414179801941,-0.0110417306423187,0.5594343543052673,0.7215477228164673,-0.0184534378349781,0.537318229675293,0.6668677926063538,-0.0293343886733055,0.5602577924728394,0.6498560905456543,-0.0407265871763229,0.5723215937614441,0.5610825419425964,0.0137806292623281,0.5601766705513,0.4817962944507599,0.0029022712260484,0.550412654876709,0.4301792681217193,-0.0139913875609636,0.5420076251029968,0.3837001919746399,-0.0296993758529424,0.5943639278411865,0.5479484796524048,0.0023538935929536,0.579825222492218,0.4586832523345947,-0.006461557932198,0.5675881505012512,0.4003133773803711,-0.0210396237671375,0.5567175149917603,0.3466611504554748,-0.0337345711886882,0.6206117272377014,0.5534934401512146,-0.0136309834197163,0.6070855259895325,0.465690016746521,-0.023198077455163,0.5950021147727966,0.4116782248020172,-0.0340640060603618,0.5819401741027832,0.3649878799915313,-0.0435884743928909,0.6520225405693054,0.5757563710212708,-0.032675877213478,0.6398867964744568,0.504805862903595,-0.0412024557590484,0.6267629861831665,0.4639662504196167,-0.0459404587745666,0.6116064786911011,0.4290696978569031,-0.0509740263223648,B
0.7028796076774597,0.7962738871574402,4.756091982471844e-07,0.6333456039428711,0.7943373322486877,-0.0267817042768001,0.574472963809967,0.7564213275909424,-0.0427750796079635,0.5634841918945312,0.6953262686729431,-0.0579363368451595,0.5864498615264893,0.6615539789199829,-0.0722629353404045,0.5637754201889038,0.5923371911048889,-0.0116554656997323,0.5377824306488037,0.5065307021141052,-0.0309153981506824,0.5248540043830872,0.4512750506401062,-0.0514793246984481,0.514521598815918,0.4012871384620666,-0.0681189075112342,0.5982216000556946,0.5635037422180176,-0.0159146562218666,0.5695703029632568,0.4662989675998688,-0.0302064307034015,0.554075300693512,0.4058998227119446,-0.0456012971699237,0.5405197143554688,0.3521201610565185,-0.0580885708332061,0.6359134912490845,0.5567362904548645,-0.0253687780350446,0.6099658608436584,0.4659881591796875,-0.0388481616973876,0.5948122143745422,0.4106625914573669,-0.0492120645940303,0.5802582502365112,0.3644575476646423,-0.057805236428976,0.6807585954666138,0.5657690167427063,-0.0388141609728336,0.6630398631095886,0.4962030351161957,-0.050215508788824,0.646762490272522,0.4572077989578247,-0.0545568466186523,0.6284326910972595,0.4247678518295288,-0.0584402419626712,B
0.701262354850769,0.7905454039573669,5.939045308878121e-07,0.6340588331222534,0.7789329886436462,-0.0382035374641418,0.5796270966529846,0.7345914244651794,-0.062926635146141,0.5941492319107056,0.6725232005119324,-0.0850934311747551,0.648535966873169,0.6422516703605652,-0.106512650847435,0.5826454162597656,0.563883364200592,-0.031811237335205,0.5672479867935181,0.4693197607994079,-0.0582519620656967,0.5624221563339233,0.4057224988937378,-0.0834665596485138,0.5608341097831726,0.3486206531524658,-0.1033291667699813,0.6197982430458069,0.5374822020530701,-0.0328981988132,0.6020598411560059,0.4334453046321869,-0.053033459931612,0.5940729379653931,0.3664442896842956,-0.0712070763111114,0.5883501172065735,0.3047318458557129,-0.0857012569904327,0.6588847041130066,0.533995509147644,-0.0395025163888931,0.6445717811584473,0.4361795783042907,-0.056609109044075,0.6360085010528564,0.3762454986572265,-0.0684835463762283,0.6277945637702942,0.3245396614074707,-0.0778603628277778,0.7034708857536316,0.5502575635910034,-0.0511695221066474,0.6933022737503052,0.4751486480236053,-0.0651908218860626,0.6833552718162537,0.4307690858840942,-0.0709524452686309,0.6714916825294495,0.3942740261554718,-0.0756149142980575,B
0.7214760780334473,0.7560314536094666,5.241743679107458e-07,0.6497781276702881,0.7527966499328613,-0.0316737294197082,0.5894268155097961,0.7022010087966919,-0.0478124655783176,0.5941486954689026,0.6299029588699341,-0.0619123056530952,0.6393154263496399,0.603338897228241,-0.0757429972290992,0.5965127944946289,0.5439670085906982,-0.0190687626600265,0.5794704556465149,0.4516089856624603,-0.0382469817996025,0.5731289982795715,0.3909598588943481,-0.0584095753729343,0.568874180316925,0.3361623287200928,-0.0755920782685279,0.6339428424835205,0.5164095759391785,-0.0205510053783655,0.6145172715187073,0.4141797721385956,-0.03468943759799,0.6062296032905579,0.3505420684814453,-0.050113458186388,0.5989319682121277,0.291972279548645,-0.0633450150489807,0.6715308427810669,0.5124083757400513,-0.0272346530109643,0.6547946333885193,0.4185193181037903,-0.0406357683241367,0.6439772248268127,0.3605721592903137,-0.0529572702944278,0.6335291862487793,0.3099774122238159,-0.0634155124425888,0.7156634330749512,0.5255072712898254,-0.0382915660738945,0.7022755146026611,0.4531162977218628,-0.0506075248122215,0.6902494430541992,0.4095920324325561,-0.0576080009341239,0.6765894293785095,0.3711860179901123,-0.0639220923185348,B
0.7098324298858643,0.7508176565170288,4.742271642044216e-07,0.6434802412986755,0.7469114065170288,-0.0246800873428583,0.5882573127746582,0.7144433259963989,-0.0409356243908405,0.5675387382507324,0.6703024506568909,-0.0560859963297843,0.572833240032196,0.6349115371704102,-0.0711083337664604,0.5998303890228271,0.5652668476104736,-0.0227836333215236,0.5832011699676514,0.4791188836097717,-0.0432898849248886,0.5750727653503418,0.4250761270523071,-0.0619312562048435,0.5682663321495056,0.376065582036972,-0.0763330906629562,0.6358840465545654,0.543887734413147,-0.0276580583304166,0.6178572773933411,0.4476879835128784,-0.0434998199343681,0.6075307130813599,0.3878204822540283,-0.0580060929059982,0.5984162092208862,0.3343890905380249,-0.0697656720876693,0.6726685166358948,0.5425900220870972,-0.0365157611668109,0.6572092771530151,0.4515278935432434,-0.0517505668103694,0.6483007073402405,0.3962716460227966,-0.0623575858771801,0.6379134058952332,0.3483792245388031,-0.0709452033042907,0.7122419476509094,0.5564849972724915,-0.0483985841274261,0.7044616341590881,0.4866561889648437,-0.0626058876514434,0.6948671936988831,0.4443850815296173,-0.0685049891471862,0.6815738081932068,0.4078640937805176,-0.0730062499642372,B
0.706121027469635,0.7591840624809265,4.513020144258917e-07,0.6403786540031433,0.7577195167541504,-0.0243042837828397,0.5845326781272888,0.7253494262695312,-0.0405451692640781,0.5696457028388977,0.6793452501296997,-0.0552938394248485,0.5883734822273254,0.6476984620094299,-0.0705280974507331,0.6039701104164124,0.5967106223106384,-0.0279446821659803,0.5888144373893738,0.5172020792961121,-0.0489515662193298,0.5836755037307739,0.4674805402755737,-0.0665544793009758,0.5801224112510681,0.4215641021728515,-0.0802985355257988,0.6427803635597229,0.577648937702179,-0.0323752872645854,0.6278696656227112,0.4884307384490967,-0.0497661940753459,0.620858907699585,0.4329812526702881,-0.0642052888870239,0.61480313539505,0.3823224008083343,-0.075770802795887,0.681300163269043,0.5773118138313293,-0.0402198582887649,0.6682455539703369,0.4945146441459656,-0.0577980913221836,0.6610509753227234,0.44467693567276,-0.0689541175961494,0.6525915265083313,0.4014987349510193,-0.0771912783384323,0.7217003703117371,0.5906140804290771,-0.0505569986999034,0.7142079472541809,0.5249542593955994,-0.0670143961906433,0.7059168815612793,0.4867412447929382,-0.0736386179924011,0.6942087411880493,0.454131156206131,-0.0782873407006263,B
0.7254387736320496,0.8012725710868835,4.6957885047049785e-07,0.6506549119949341,0.7909750938415527,-0.0215748455375432,0.5862595438957214,0.7408254742622375,-0.033105868846178,0.5778436064720154,0.674942135810852,-0.0445665791630744,0.6207711696624756,0.6593501567840576,-0.0564971789717674,0.6024156212806702,0.5925575494766235,-0.0080049037933349,0.5863070487976074,0.5050150752067566,-0.0227725263684988,0.5767911076545715,0.4502293467521667,-0.0401500165462493,0.5679713487625122,0.3998568058013916,-0.056056123226881,0.6387785077095032,0.5692710876464844,-0.0141557473689317,0.6176292300224304,0.4713706970214844,-0.0253399349749088,0.6061203479766846,0.4100418090820312,-0.0387149415910244,0.5941189527511597,0.3536303639411926,-0.0506015755236148,0.6766088604927063,0.5682755708694458,-0.0247959941625595,0.6579456925392151,0.4759348034858703,-0.037293042987585,0.6472708582878113,0.4188476204872131,-0.0487014092504978,0.6351240277290344,0.3682011663913727,-0.0581859201192855,0.7202011346817017,0.5844902992248535,-0.0388161465525627,0.7066524624824524,0.5133259296417236,-0.0516178347170352,0.6947848200798035,0.4692564606666565,-0.0584760084748268,0.6803377866744995,0.4301090836524963,-0.0645077377557754,B
